Yorum,Duygu
Samsung fiyat performans açısından guzel telefonlar yapmaya basladi galaxy m20 de bence bunlardan biri oncelikle bence gayet yakışıklı bir telefon ekran kada orani gayrt güzel benim icin en önemli sey pil desem yeridir 5000 mah bitmek bilmiyor maşallah hafıza olayi biraz zayif kaçmış bence minimum 64gb olmaliydi fiyat performans olarak parasını fazlasi ile hakeden bir telefon herkese şiddetle tavsiye ederim,1
Samsung M 20 siparişini hepsiburada dan verdim. Teslimat belirtilen süreden önce geldi. Yapmış olduğum alışverişte hem telefondan hem de hepsiburada'nın sunmuş olduğu avantajlı fiyatlardan memnun kaldım. Teşekkür ediyorum.,1
Görünüş olarak güzel bir telefon. Samsung Türkiye garantisi olması da avantajı. Günlük işlerde bir kasılma olmadı. Çok performans beklemiyorsanız alınabilecek telefon.,1
oldukça zarif ve güzel cihaz begendim,1
"Telefonu 10 gündür kullanıyorum. Bataryadan dolayı biraz ağır.  Batarya %10 dan %100'e 1 saat 50 dk. gibi bir sürede şarj oluyor. Plastik kasa kötü değil ama düştüğünde kırılma olasılığı yüksek. Parmak izi tarayıcı biraz can sıkıcı. Bazen hızlı, bazen birkaç kere dokunduğunuzda parmağınızı okuyor. Ekran canlı, görüş açıları harika ve dış ortamda yeterince iyi. PUBG mobile gibi oyunları orta veya düşük seviye grafik ayarlarıyla oynayabilirsiniz. Açıkçası alınmayacak telefon değil.",1
"ekranı, kamerası da fiyatına göre gayet iyi. Çok şık ve güzel bir telofon ",1
oldukça güzel bir cihaz bataryası çok kasada güzel,1
fiyat ta guzel telefonda çok şık hem,1
Bu fiyata alınacak en güzel telefon ekran tasarımı çok şık ben çok beğendim.,1
"Telefonu 23 şubatta, ön siparişe özel sepette 250 TL indirim ve 250 TL hediye çeki kampanyası ile aldım.  Cihaz elime 5 martta geçti. Kargosu, paketlenmesi gayet iyiydi. Söylenen tarihten (1 mart) biraz geç ulaştı ama 32 GB hafıza kartı hediyesi ile gönlümü almış oldular.

* Cihaza gelirsek tasarım olarak gayet başarılı. Özellikle V çentikli ekranı telefona ayrı bir tarz kazandırmış.

* Yüz tanıma ve parmak okuyucusu gayet hızlı ve başarılı. Ancak yüz tanımada hızlı özelliğini açtığınızda herhangi bir resminizden yada videodan da kilidi açıyor. Ancak hızlı yüz tanıma özelliğini aktif ettiğinizde telefon zaten bu uyarıyı yapıyor.

* 5.000mAh lik bataryası ile şarj cihazına olan bağlılığınızı epey bir yok ediyor. Aktif kullanımda 36 saat (1.5 gün) pil ömrü oldu. Biraz daha çok kullandıkça bu süre 32-34 saat bandlarına düştü. Telefonda oyun oynamıyorum ama gelel olarak internette haber okuma, WhatsApp mesaşlaşma, Facebook ve Youtubedan video izleme gibi kullanım alışkanlığım var. Benim öyle 3 günleri 5 günleri bulmadı.Standart 32-34-36 saat bandında gitti. Şarja koyduğumda genelde %7 halen şarjı vardı o da nerden baksan 350mAh yapar. En son 24 saat önce şarj etmiştim ve şuan %41 şarjım var. Özetle şarjı gayet iyi sıf bu özelliği için bile alınabilir.

* Cihazı teslim almadan önce okuduğum yorumlarda ekranı ile ilgili olumsuz görüşler çokluktaydı ve tft ekran konusu bana şüpheli geliyordu. Fakat öyle denildiği gibi çıkmadı ve ekran deneyimi gayet iyi.

* 3 GB ram yeterli mi, değil mi konusu ise tamamen kullanıcıya göre değişecektir. Çok oyun oynamayan birisi olarak bana gayet yetiyor. Bölünmüş ekran özelliğini aktif kullanıyorum ve aynı anda iki uygulamayı kullanırken hiç takılma vs yaşamadım. Uygulamalar arası geçişlerde sorun yaşatmıyor. Ayrıca ana ekranda uygulamaları aynı anda küçültüp pencere haline getirebilmek çok kullanışlılık sağlıyor.

Kısacası fiyat performans olarak bu cihazı gönül rahatlılığı ile satın alabilirsiniz. Hepsiburada ve Samsung'a teşekkürler.",1
Telefonu sipariş verdikten iki sonra elime ulasti..Telefon kullanımı çok rahat hediye 32 gb hafıza kart ile birlikte elime ulaştı telfon 5000 mah bataryası ile sanki şarz etmeyi unutuyorum samsun ve hepsi burada ya teşekkür ederim.ayrica hızlı kargo içinde yurt ici kargoyu teşekkürler..,1
"Çok seri ve güzel bir telefon. Bataryası, ekranı gayet iyi. Satın almadan yorum yapanlara kulak asmayın.",1
Fiyat performans gerçekten çok iyi. 1 haftadır kullanıyorum.Telefonu elinize aldığınızda çok kaliteli duruyor. Pil konusunda yoruma gerek yok 2 gün gidiyor şarjı. Kargo elime 1 günde ulaştı. ,1
"tam bir fiyat performans ürünü. şarjı yaklaşık 1,5 gün gidiyor 
ekran mükemmel 
hızlı şarj ile 2 saat de %100 oluyor.
kamera güzel.
Bir de android 9.1 gelse mükemmel olacak :)",1
Ürünü hepsiburada güvencesiyle satın aldım. Problemsiz bir şekilde elime ulaştı. Telefon fiyatına göre çok güzel. sonsuz ekran tüm ekrana sahipsiniz. çok kaba durmuyor. herhangi bir kasma takılam problemi yaşamadım. Şarjı çok iyi gidiyor. Ekranıda kaliteli. Tavsiye ederim.,1
"Ürün 4 martta teslim edildi, tam bir f/p ürünü. Oyun oynamıyorum internet açık bataryası 3-4 gün gidiyor. Ekranı , hızı gayet iyi. Çok şık samsung Türkiye garanti herşey yolunda . Herkese hayırlı olsun.....",1
"Bu fiyata alınabilecek en iyi telefonlardan birisi. 5000mah batarya olayı çok iyi, ekranın 6.3"" olması ilk başta çok büyük gelmişti ama boyunu uzun enini dar tutmaları taşınmasını kolaylaştırırken ayrı bir hava katmış hiç 6.3"" gibi durmuyor.",1
"Fiyatına göre alınabilecek en güncel tasarıma ve donanıma sahip telefon. Marka algısı, tasarım ve bu donanım telefonu efsane haline getirecektir. ",1
İşim gereği telefonumu sık kullanıyorum ve powerbank tasımak zorunda kalıyorum. İlk denediğimde 1 günü cıkartamayan telefonumun çok üstünde bir performans sergiledi. Kasma donma sorunu yok gayet stabil çalışıyor. Aradığım telefonu almışım. ,1
bu fiyata göre çok başarılı bir telefon. sanırım alt seri samsungları saf dışı bırakıp piyasada yerini alabilecek potansiyele sahip,1
Cihazı babama satın aldım. gayet keyfi yerinde. elime alıp incelediğimde bende başarılı buldum. teşekkürler hepsiburada,1
en güzel yanı 5000 mah batarya ve çok hızlı doluyor. benim içinde önemli olan buydu tavsiye ederim,1
"Telefon seçerken şarjı çok gitsin,hızlı şarjı olsun, SAR değeri az olsun, üretici firma garantisi olsun,fiyat/performans (kampanya fiyatları ile) oranına dikkat  ediyorsanız uygun bir telefon.
Sorunsuz ve uygun alışveriş için hepsiburada ve samsung 'a teşekkürler.... ",1
"ürün tam bir fiyat performans ürünü.orta düzeyde kullanıcılar için biçilmiş bir kaftan. Bazı olumsuz özellikleri olsa da ürünü almanızı kesinlikle tavsiye ediyorum. F/P ürünü.Bataryası normal kullanımda 2 günü rahat çıkarıyor, Ele güzel oturuyor, Ekranı güzel ",1
"Fiyat performans telefonu, gorsellik guzel, kamera guzel, batarya guzel.
Buyuk ekran ama cerceve az oldugu icin ele tam oturuyor.
100 uzerinden 90 alir bu telefon benden.",1
"ürünü bir haftayı aşkın süredir kullanıyorum onca olumsuz yoruma rağmen ben çok beğendim. ürün hem Samsung kalitesi, hem üstün performans ve donanım özellikleri ile hem de Hepsiburada güvencesi ile tam bir fırsat ürünü. gerçekten telefondan çok memnun kaldım ve çevreme tavsiye ediyorum. en çok hoşuma giden yönleri, ekran kasa oranı çok ideal, ekranda Damla kamera bulunması benim için bir artı yine bu telefonu rakiplerinden ayıran en önemli avantajı batarya gücü ortalama 3 günü çok rahat çıkarıyor. kamerası ile ilgili eleştiriler var ama ben kamerasından da memnun kaldım. beğenmediğim tek yanı ise işlemcisi bu donanıma biraz düşük kalmış. yine totalde fiyatına göre mükemmel bir ürün ve tavsiye ederim...",1
"bataryası, şarj süresi, ekran kasa oranı ve sesi beklentimi karşıladı. tavsiye ederim.",1
"28 şubat tarihinde verdiğim sipariş 5 martta elimde idi( ayrıca telefon ile gelen hafıza kartı için Samsung Türkiye'ye ayrıca teşekkür ediyorum.) Telefon bence fiyat/performans ürünü. Bataryasının çok iyi gitmesi,çercevesiz ekran olması,bazıları ekranı begenmemiş ama bence güzel.Bu fiyata alınabilir.Tavsiye ederim.",1
şu anda en iyi batarya sahip 5000mah. geniş açılı kamerası ve hızlı şarjıyla alınabilir bir cihaz,1
Çok kullanışlı bir telefon,1
"bu fiyata güzel telefon olmuş, herkesin tercihi olabilecek çok satacak bir telefon olacak anlaşılan",1
"cihazı babam için almıştım fakat merak edip ben kullanmaya başladım, şarjı aktif kullanmama rağmen 2.5 gün dayanıyor, telefon tüm gün elimden düşmediği halde, oyun + sosyal medya aktif olarak kullanıyorum,  donanım olarak fiyatının hakkını veren bir ürün olmuş.",1
fiyat performans telefonu hızlı kargo,1
Günümüz şartlarına göre kullanışlı gayet yenilikçi bir telefon..batarya çok iyi..ekran kasa oranı harika.,1
Samsung m20 f/p cihazı genel olarak izlenimime göre parasını hak edip bataryasi 1 gün götürür,1
Fiyatının hakkını veriyor. Görüntüsü güzel. Tavsiye ederim.,1
ürün fiyatına göre mükemmel bir ürün. Hepsiburada kampanyasıda ayrıca harika oldu. Teşekkürler,1
fiyat görünüm ve işlevsellik açısından güzel bir telefon herkese tavsiye ederim.,1
Samsung Galaxy M20 telefonu samsungun güzel bir telefonu. bu fiyat ve özellik alınabilecek seviyede. 5000mah pil işimizi görür. hepsiburadadan alışveriş apmak da ayrı bir güzellik,1
oncelikle harika bir telefon ve hizlinkargo tesekkurler samsung ve hepsiburada diyorum,1
"Telefon gayet iyi ama sakın S10 S9 serisi veya Note 8 9 serisi ile kıyaslamayın fiyatı 3 de 1, aynı fiyat bandındaki rakiplerine göre gayet başarılı bu fiyata 5000 mah batarya olan başka telefonda yok sanırım, sadece kasa kalitesi bir tık daha iyi olabilirdi kötü değil ama bir tık daha istiyor. Çerçevesiz geniş ekran video ve fotograf sosyal medya hesaplarında gayet zzevkli gezinmeyi sağlıyor, ben eşime de aynı telefondan aldım, ikimizde memnunuz, tavsiye ediyorum.",1
"Samsung markasının fiyat performans ürünü bu telefon bence piyasada tutar, telefonum 2 günde elime sorunsuz ulaştı, yanında hafıza kartı da hediye gelmiş, telefon çok hızlı takılma donma vs yok bataryası telefonu çok karıştırmama ragmen tam gün rahatlıkla yetiyor oyun oynamayan video izlemeyen birisine rahat 3 4 gün gideceğini düşünüyorum. Ekran ve kasa kalitesi iyi orta segmentte bu fiyata alınabilecek ilk telefonlardan kesinlikle tavsiye ediyorum.",1
"Telefonun özellikleri çok iyi Huwai Mi gibi uygun ve performanslı ürünlere rakip olarak çıkartıldı sanırım. Ürün fiyatını hak ediyor batarya ram işlemci ekran gayet güzel, hızlı kargo ve sorunsuz teslim içinde hepsiburada ya tşk ediyorum, gönül rahatlığıyla alabilirsiniz",1
"çok ileri seviye beklentileri olmayanlar için gayet yeterli ekranı büyük film ve oyun için ideal işlemcisi güzel tam güzel yanında hediye hafıza kartı da geldi, bataryası zaten en önemli özelliği, kamerası da fena sayılmaz, tam bir F/P ürünü diyebiliriz.",1
"04.03.2019 tarihinde telefon elime ulaştı. Cihazı siparişi verdikten sonra yorumlar beni tedirgin etmişti. ama bu telefonun özelliklerine iyi olduğunu biliyordum. Yapılan yorumlara göre ya ben telefondan anlamıyorum, yada onlar çok iyi anlıyor. kargo paketinin içinde ayrıca  32 gb hafıza kartı çıktı. cihaz yüz tanıma ve parmak izi özelliğini inanılmaz hızlı algılyor. 32 gb dahili hafızası, 3 gb ram , 8 çekirdek, 1080*2340 ekran çözünürlüğü, 409 ppi ve 5000 mah bataryası, hızlı şarj özelliği olmasıyla göz dolduran bu fiyata bu özellikler yok yok dedirten bir telefon olmuş.   full hd+ ekranı beklenenin üzerinde bir görüntü veriyor. pil yüzdesi 15 iken  şarjın dolması hızlı şarjda iken tam 2 saat 20 dk da şarj oluyor. internet açıkken ortalama en az 3 gün gidiyor. telefonu daha 3 kez şarj ettimki  batarya düzene girdikçe şarjı daha çok gideblir..arka Kamera çift olması geniş açılı çekmesi ve ön kameranın flaşının gömülü olması artı özellik. sonsuz ekran. bu özelliklere ve samung markasına bakılarak M20 telefon alınacaklar arasındadır.  ",1
"Öncelikle kargo hızı çok iyiydi, telefona gelince gayet şık ve kullanışlı bataryası ise mükemmel, herkese tavsiye ederim.",1
Ekran tasarımı ve batarya performansı çok iyi. Fiyatına göre oldukça iyi bir cihaz.,1
Telefon hızı bataryası mükemmel  pil nerdeyse bitmiyor kameraları iyi derecede fotoğraf çekiyor tavsiye ederim çok güzel telefon,1
GÜZEL ÜRÜN PARASINI HAKEDİYOR,1
"Bu telefon sayesinde son yıllardaki akıllı telefonların en büyük sıkıntısı olan şarj sorunu da çözülmüş oldu. Bu fiyata bu kalite fırsat olarak bir daha zor ele geçer. Özellikle Hepsiburada'nın hediye çekleri de ekstra kazanç oldu. Bu sayede telefon çok daha ucuza gelmiş oldu. Teşekkürler Samsung, teşekkürler Hepsiburada.",1
"şarj konusund bir problem yaşamayacağınız bir telefon. samsung garantili olması büyük avantaj. Hepsiburada ailesine, ön sipariş ile ayrıcalık yaşattıkları için  teşekkür ederim",1
ben aldim cok memnunum surekli samsung kullanan birisi olarak baska marka kullanamiyorum telefon gayet guzel ve seri tavsiye ederim.,1
Orta segment telefonların KRALI düşünmeden ALıN.,1
"Türkiye garantili, sağlam, desteği olan bir telefon arıyorsanız hepsi bu telefonda mevcut. daha ne olsun ki.",1
"merhaba,
telefonum 05.03.2019 tarihinde geldi.
Çerçevesiz ekranı çok güzel ve keyifli, 5000 mah bataryasıyla da gayet yeterli.
Antutu 108000 puan, eski telefonum da 33000 civarlarında puan alan başka bir Samsungdu.
Oyun oynamıyorum, şarj yaklaşık 2-2,5 gün gidiyor.
Genellikle, mesajlaşma ve sosyal medya hesaplarımı takip etmek, video ve müzik dinlemek için kullanıyorum.
Ayrıca, ufak bir gecikme nedeniyle hediye ettikleri, Samsung 32 gb hafıza kartı içinde teşekkür ederim.
Ben telefonumdan çok memnunum ve tavsiye ediyorum
iyi günler dilerim",1
Bir haftadır aktif olarak kullanıyorum. Mobil veri 24 saat açık sadece 2 kere şarja taktım. Bu fiyata çok iyi bir telefon. Ben çok beğendim.,1
Çok kullanışlı bir telefon. Barındırdığı özellikler bakımından aynı segmentte olan  telefonlardan üstün özelliklere sahip.  5000 mah pil gücü ve fiyatı öne çıkan özelliklerin başında yer alıyor.,1
"Bataryası normal kullanımda 2 günü rahat çıkarıyor, Ele güzel oturuyor, Ekranı güzel söylenenlere pek takılmayın. Meizu Pro7 kullanıyorum ona göre sesi biraz az çıkıyor, hızlı şarjı var Samsung TR garantili birde çift simli olsaydı tatından yenmeyecekti :)",1
"aldım ve 1 haftadır kullanıyorum,telefon muhteşem,pili efsane nazar değmesin...görüntü,kamera,ses çok iyi ,parmak izi ve yüz tanıma çok hızlı,internet açık olarak rahat 14 saat ekran açık kalabiliyor 1 saatte %5,6 civarı şarj yiyor ve 2 saat olmadan doluyor bataryası...ben çok memnunum...",1
bu telefon şu anda en iyi batarya sahip 5000mah. geniş açılı kamerası ve hızlı şarjıyla alınabilir bir cihaz. hepsiburadaya teşekkürler.,1
"inanın bu fiyat aralığındaki telefonlara göre bence en iyisi.Ekranı, güçlü batartası,parmak izi ve yüz algılama.fiyat performans ürünü bir cihaz.",1
ürünü aldım memnunum.güzel telefon.,1
elimden düşürmediğim halde telefon 48 saat şarjı bitmiyor. samsung kalitesi ve fiyatıyla gayet uygun. tavsiye ederim,1
"bu fiyata alınabilecek en iyi telefon. üstelik Samsung Türkiye güvencesiyle. Ekran gövde oranı gerçekten çok başarılı, dolby atmos ve 5000mah batarya üst segmentlerde bile yok. ",1
Güzel ürün fiyat performans ürünü diyebiliriz pil çok iyi kamera ve ekran kalitesi çok iyi Samsung diğer markalara fark atıyor bu konuda tavsiye ederim,1
Cihazı 28 Şubat 2019 tarihinde satın aldım.Batarya kapasitesi satın almamda ne büyük etken oldu.Okyanus mavisi olarak geçen renk gerçekten muhteşem.Malzeme kalitesi bu fiyat segmentinde çok çok iyi olduğunu söyleyebilirim.Ekranı TFT olarak eleştirilse de bence gayet başarılı.Mavi ışık özelliği sayesinde ise göz yormuyor.Type C bağlantısı sayesinde hızlı şarj desteği veriyor olması da zamandan tasarruf ettiriyor.Son olarak kargoda herhangi bir hasar söz konusu yada gecikme olmadı.,1
"Telefon beklediğimden çok daha iyi çıktı. Ekranı, bataryası, ele oturuşu vs. iPhone'dan geçeceğim için endişeliydim fakat zorluk yaşamadım. Bu fiyata bence alınabilecek en ideal telefon.",1
"fiyat makul,önsipariş avantaji ve HB hediye çekiyle nerdeyse bedavaya geldi.üzerine samsung 32 gb sd kart hediyesi de süper oldu.telefon çok şık,pil 5000 olduğu için aldım.tam bir iş telefonu.Ram i yeterli.ekran kalitesi iyi,selfie ve önkamera gayet iyi,az ışıktada eski modellere gore daha iyi.ergonomik boyutta,ekran buyuklugude cok iyi.SAMSUNG uzun ömurlu olacaktir.",1
Telefonu hepsiburadan aldım. Kargo ve paketleme çok iyi. Büyüklük yeterince ideal bence hız performans fiyatına göre çok iyi. Biri demiş ekranı şöyle böyle gayette güzel. Şarj konusunda fazlasıyla iyi. Kamerası çok üst bir telefon gibi değil ama bütçeme göre aldığım için bana yeterli. Parasına göre çok iyi. Orta segmentte alınabilecek bir telefon,1
"05.03.2019 tarihinde telefonum elime ulaştı ilk etapta korkarak aldığım m20' yi bir haftadır kullanıyorum  gayet kullanışlı şık görünümüyle, çentik ekranıyla ve şarj süresiyle fiyatına göre oldukça güzel kaliteli bir cihaz kamerası da bence gündelik hayat için yeterli. Hepsiburada.com ailesine kampanyalarından dolayı çok teşekkür ederim ben çok memnunum tavsiye ederim. ",1
Ürünü çok beğendim fiyat performans ve en önemlisi samsung kalitesi tartışılmaz. Ürünü kullanım deneyimi olarak batarya harika bitmiyor resmen kamera güzel en önemlisi ekran yakıyor süper en düşük ışıkta bile ekran mükemmel. Almadan yorum yapanlara aldırmayın . Hediye hafıza kartı çok güzel olmuş teşekkürler Hepsiburada ve samsung,1
fiyatına göre güzel telefon özellikleri iyi bataryası güçlü kameralar güzel biz 1 haftadır kullanıyoruz güzel telefon ayrıca 250 hediye çeki ve 32 gb hafıza kartı hediyesi çabası,1
Ürünü incelerken fiyatına değer mi acaba diye tereddüt ediyordum ama 250 tl hediye çeki üstüne 250 tl ekstra indirim olması beni en çok cezbeden şey oldu ve almaya karar verdim ürün dün elime ulaştı paketi açtığımda bir sürprizle daha karşılaştım 32 gb samsung hafıza kartı hediye edilmişti bu beni çok memnun etti.  telefon beklediğimden daha iyi çıktı . Bu ürüne samsung garantili olarak en ideal fiyata sahip olduğum için mutluyum .,1
"Tek kelimeyle süperdi. Kutulama ve  cihaz. süper.Samsung garantisiyle herkese tavsiye ediyorum içinden 32 gb hafıza kartıda çıktı oda ayrı bir sürpriz oldu.
5000 mah batarya ile ben orta halli bir kullanıcı olarak  2 günü rahat çıkarıyorum.Ekranın büyüklüğü ve piksel yoğunluğu gayet tatmin edici.Kısaca F/P cihaz diyebilirim.",1
"Samsung kalitesine güvenerek Ön siparişle aldım. Paketleme ve teslimat konusunda sorun yaşamadan elime ulaştı telefon. Fiyatına göre özellikleri, ekran boyutu çok çok iyi ve kaliteli. En önemlisi Bataryası. aktif bir kullanıcım ve bataryası 2,5 gün çok rahat geçirmekte normal kullanımda 3 gün de batarya bitecek mi korkusu olmadan kullanılmakta. kamera özellikleri ise tatmin edici. Orta bütçede kaliteli bir telefon. ",1
"Ürünü 28 Şubat 2019'da ön sipariş vererek satın alan ilk kişilerdenim. Teslim tarihinde gecikme olması sebebiyle biraz endişelerim vardı fakat Samsung yanında 32 GB SD Card hediyesi de gönderince gönlümü almış oldu.
6 Mart tarihinde de ürünü teslim alıp kurulumu yaptım ve testlere başladım;
Cihaz %50 şarj ile geldi tüm gün boyunca kullandım, kamera, oyun ve uygulama testlerini yaptım. Şuan hiçbir telefonda olmayan ultra geniş açılı kamera özelliği ile farklı bir deneyim sunuyor. Bir A veya S serisi kadar olmasa da yeterli ve tatmin eden ön ve arka kamerası bulunmakta. Zoom yaparak çekilen fotoğraflarda kalitede biraz düşüm var. Video çekimi ise HDR özelliği ile fazlasıyla yetecektir. Gece performansı biraz zayıf ama verilen paraya göre bence değer. S6 Edge Plus ile aynı ebatta ve hemen hemen ağırlık olarak aynı. Batarya akşama kadar kullanımda %50'den %20'ye ancak düştü. Ses konusunda gayet tatminkar, son seste hafif cızırtı var ile yok gibi. Kendi telefonumda benzer sesi daha düşük verdiği için bence eksi sayılmaz. Samsung'u bu konuda tebrik ediyorum. Fiyat performans telefonu yapmış.
Bana göre de eksilerine gelecek olursak;
Arka kapak keşke plastik olmasaydı,
Ön ekran sanki biraz dışarıda gibi duruyor ve sırıtıyor,
Titiz birisi olduğum için telefonu ıslak mendille sildim, ön kamera nemlendi. Sebebini anlamadım fakat kendiliğinden geçince dert etmedim. Ön kameranın arkasında bulunan delikten temas sağlıyor olabilir. Belki benim hatamdır bilmiyorum, herkesin başına gelecek diye birşey yok. Kamera sağlam ve sorun olmayınca kendi hatam olduğunu düşündürdü.
Kutu içeriğinden kılıf ve ekran koruyucu çıkmıyor.",1
"Bataryası harika, telefon yeterince ince ve şık bir görünüme sahip, son yıllarda çıkan telefonlara göre tam bir fiyat/performans ürünü.",1
"Cihazı henüz piyasaya çıkmadan Hepsiburada üzerinden incelemeye başladım. Hediye çeki ve chip para ile bana uyguna geldi.
Kargo tahmini gününden 3 gün önce ulaştı elime.
Sadece telefon kutusu beklerken Samsungun kendi ekstra kutusunda geldi içinde balonlu poşet ile.
Özellik olarak sadece 32 gb olması düşündürüyordu kutuyu açtığımda hafıza kartı hediyesi tamam dedirtti :-)
Başta Hepsiburadaya sonrada mağazaya çok teşekkür ediyorum.
Alışverişe devam...",1
"oldukça güzel bir telefon. Şık.  Pil ömrü uzun.   
memnun kaldım. tavsiye ederim",1
Ürünü eşim için aldım cihaz görünüm olarak çok güzel fiyatına göre özellikleri yeterli. Yanında 32 gb hafıza kartı hediyesi için ayrıca teşekkürler,1
"Ön sipariş ile satın alma işlemini tamamladığımda-ürün henüz tr 'de satışa sunulmadan önce 78 yorumun tamamını okuyup ortalama puan 3.3 iken satın aldım. An itibariyle toplam yorum 92. Cihaz yurda gelmeden yapılan 78 yorumun dayanağının takdiri size kalmış. Herşey size kağıt üstünde sunulan değil, konfigürasyon ve reel uyumdur. Şayet geçmiş tecrübelere dayalı - benim gibi - Samsunga tövbeli iseniz dahi, kıyasınız Mate 20 Lite değil ise bu telefonu alın. İki haftalık kullanım deneyimi : Batarya kesinlikle hakkını veriyor, haftada 2 kez şarj ediyorum. (Oyun ne yükler ne oynarım) Kameralar gündüz mükemmel sonuçlar veriyor. (Gece çekimleri kusursuz değil) Ram - Hafıza - Tepki hızı optimum. İş amaçlı kullanacaksanız, powerbank/kablo taşımaktan usandıysanız, sosyal medyada geceleri fotoğraf çekip paylaşmayacaksanız, evvelki 78 yorum ve 3.3 ortalama puana aldırış etmeyin. Hafıza az diyor iseniz 64lüğü de aynı fiyata bu hafta tr'de satışa sunuldu. Acımasız/dayanaksız yorumlara karşılık deneyimimi paylaşmak istedim. Satın alma önceliğiniz pil ömrü ise kesinlikle bu ürünü, kamera ise Mate 20 Lite 'ı tavsiye ediyorum - her ikisini aynı anda aktif kullanan biri olarak.",1
"İlk izlenimlerim güzel telefon.
Ortalama kullanıcılar için çok işlevsel bir ürün. Şarjı uzun süre gidiyor, kasma ve donma yok.Ekran yeterli,tasarım güzel. Parmak izi ve yüz tanımada iyi.Teşekkürler Hepsiburada.",1
"Bu telefonu sırf bataryası için aldım. 5000 mah kapasitesi var, bitmek bilmiyor. Üretimde her ne kadar ucuz malzemeler kullanılsa da kalitesiz bir hissiyat kesinlikle yaratmıyor. Elde çok şık ve kaliteli duruyor. Telefonun 2 büyük kusuru var; 1-bildirim ışığı yok. 2-amoled ekran olmadığı için ekran daima açık özelligi yok.  Bu 2 özellik sizin için çok önemliyse, amoled ekranlı samsung m30 modelini bekleyin. O modelde ekran daima açık özelliği var. Tabi o daha pahalı olacaktır, yaklaşık 300-400 TL.",1
Bu fiata bu telefon alinir.ne kadar ekmek o kadar kofte derler ya. begenmeyen 2.3 bin uste koyar ust model alabilir sanki 5000 tl telle farkli seyler yapiliyorda..hesapli bir tel..,1
"ön sipariş vererek sahip oldugumuz bir ürün. indirim+hediye ceki düşündüğümüz zaman, fp olarak çok iyi bir telefon. 
bu telefonu mate20 gibi bir modelle kiyaslamamak lazim. bu telefon Video izlerim, müzik dinlerim, cok tel konuşur, WhatsApp, Instagram, face takip ederim diyenlerin telefonu. kamerasi Xiaominin cogu modelinden daha iyi ozelliklere sahip.",1
5000 mah piliyle göz dolduran bir telefon samsung garantili olması da cabası. 32GB ve 3GB ram iş görür. Yanında gelen 32GB hafıza kartı da hoş olmuş. Hepsiburada dan alışveriş yapmak ayrı bir tat. Müşteri memnuniyeti 10 numara bir mağaza tavsiye ederim.,1
Ürün hemen geldi. İçinde 32 gb micro sd çıktı. Kutusu şık kendi şık . İyi bir deneyimdi,1
Telefon incelemelerde gözüktüğü kadar kaba değil bataryası gerçekten çok iyi gidiyor hızlı şarj olayida artı hanesine yazilabilir ben beğendim,1
Fiyatına göre süper bir telefon. Herşeyiyle güzel. Heleki pili on numara beş yıldız. Normal kullanımda tam 5 gün gitti. Kamerası iyi. Tasarım güzel. Bu paraya daha ne olsun.,1
fiyat uygun çok yüksek değil fiyatından beklenen özellikleri karsılayabilecek bir telefon beğendim ,1
"Şarjı süper.
Renk mavi süper.
Fiyatına göre süper bir cihaz.
Herkese tavsiye ederim.",1
Samsung ayrıcalığı olarak 1 gün gecikme olduğu için hafıza kart hediyesi ile geldi. Ürün fiyatına göre gayet başarılı. Beklentilerimizi karşıladı. ,1
Ekran ve hız bence yeterli..Tabi 3gb yerine 4gb modeli de var ama daha pahalı..Samsung piyasayı ele geçirmek anlamında güzel bir kampanya yaptı bence..Herkesi mutlu etmesi imkansız ama telefonun özellikleri ödediğimiz paraya göre eder bence..Teşekkürler samsung ..teşekkürler hepsiburada..,1
telefonun ebat ve pili beni mest etmişti....bunun dışında fotograf kalitesi de fena değil aslında...samsung garantisine güvenerek aldığımız bu telefon umarım bizi pişman ettirmez..böyle bir telefona metal bir kasa iyi giderdi aslında....hepsiburadaya da kampanya için teşekkürler..,1
Annemin kullanması için aldım teşekkürler hepsiburada ve samsung,1
"Merhaba arkadaşlar bende aldım Samsung TÜRKİYE  Garantili Ürün Hediye 32 gb hafıza kartı çıkıyor kulaklık,hızlı şarji mevçut ürün süper kullanıyorum.Satıcı ve Hepsiburada teşekkür ederim.Gönül rahatlıkla alabilirsiniz.",1
fiyat ve özelliklerine göre alınabilecek en iyi telefon,1
Pili için satın aldım bu özelliği ile rakiplerine fark attığını düşünüyorum,1
telefonu 1 haftaya yakin bir suredir kullaniyorum cok cok memnunum bundan önce cok farklı marka modellerde telefon kullandım şu an bu telefondan aldığım zevki hic bir telefondan almadim. bu fiyata bu ozellikte ve samsung arayüzüne sahip bir cihaz tek kelime ile harika...,1
Harika çok beğendim birde Hepsiburada birde 250? çek bitanesin Hepsiburada ,1
"Telefonu bir haftadır kullanıyorum ve şunları vurgulamak istiyorum:
1.Telefonu elinize aldinizda premium bir havası var.
2.Sonsuz ekran efsane 
3.pil....adamlar bitmeyen pil yapmışlar 3 güne kadar gittiği oldu
4.kamera fena değil 
5.müzik dinleyenler icin kulaklıktan gelen surround ses çok iyi
6.ve fiyat başarılı ve hepsiburada sende başarılısın ve samsung türkiye sanada tesekkür ederim hediye çeki icin",1
